국가별,시점,인당_GDP,부채비율,실업률,상품및서비스수입,상품및서비스수출,정치적안정성,규제의질,경상수지
코스타리카,2006,5227.465952,49.88,5.74,7.816209228,8.04149726,69,63,-4.132484591
코스타리카,2007,6103.741917,45.19,4.49,10.08846344,7.522935853,67,65,-5.574951156
코스타리카,2008,6901.388306,37.08,4.78,6.658714791,2.172059316,56,64,-8.377925951
코스타리카,2009,6801.036735,41.2,7.71,-18.73628821,-8.461752653,66,65,-1.823281756
코스타리카,2010,8227.127494,41.97,7.17,18.72644466,9.32745251,70,67,-3.223364058
코스타리카,2011,9229.834517,42.32,10.14,10.67093218,7.048104151,63,66,-5.296817118
코스타리카,2012,10075.00462,49.68,9.78,7.824970783,5.564272466,68,71,-5.104818243
코스타리카,2013,10744.09102,55.31,8.77,1.680638955,3.311533498,68,70,-4.771705995
코스타리카,2014,10847.16967,57.82,9.06,5.046277651,4.96433605,65,68,-4.716004804
코스타리카,2015,11642.77805,59.97,9,4.498020426,2.888311942,68,70,-3.403964754
코스타리카,2016,12011.22275,62,8.6,8.938430428,9.417271898,68,68,-2.136516358
코스타리카,2017,12225.57449,63.95,8.14,5.012553236,6.954924489,66,67,-3.616766427
코스타리카,2018,12485.4239,65.79,9.63,2.855957961,4.890960796,62,69,-2.991531121
코스타리카,2019,12693.82796,73.41,11.49,0.051160981,3.089177267,60,69,-2.147074353
코스타리카,2020,12140.85415,79.26,17.08,-7.895461917,-9.480803879,72,66,-2.181280558
콜롬비아,2005,3414.465158,42.2,11.87,12.66134269,9.170826814,3,54,-1.337559632
콜롬비아,2006,3741.092837,39.3,11.53,17.68181125,9.518297872,4,55,-1.850660846
콜롬비아,2007,4714.073055,35.9,11.2,13.85802969,6.219887476,7,58,-2.98261668
콜롬비아,2008,5472.53653,35.6,11.27,12.5117342,2.036755238,6,60,-2.682750129
콜롬비아,2009,5193.241458,36.7,12.07,-8.647687433,-5.206301862,5,56,-1.907507188
콜롬비아,2010,6336.709474,37.3,10.98,10.82983532,2.062365114,9,59,-2.995155863
콜롬비아,2011,7335.166934,34.7,10.11,20.22907753,12.25754177,12,62,-2.906307634
콜롬비아,2012,8050.255372,32.7,9.74,9.375086544,4.47327653,8,64,-3.138131535
콜롬비아,2013,8218.347844,35.8,9.05,8.524025649,4.676889376,10,64,-3.235960716
콜롬비아,2014,8114.343921,38.5,8.57,7.760013532,-0.288954532,11,68,-5.200187293
콜롬비아,2015,6175.87603,42,8.3,-1.080937715,1.658029415,13,69,-6.372535054
콜롬비아,2016,5870.777957,43.9,8.69,-3.540902873,-0.208836234,16,67,-4.450299295
콜롬비아,2017,6376.706716,44.9,8.87,1.018839453,2.569366531,18,66,-3.241634561
콜롬비아,2018,6729.583332,48.6,9.11,5.805419065,0.642348451,19,64,-4.245369362
콜롬비아,2019,6424.979492,52.3,9.96,7.34397308,3.070993602,15,66,-4.635033278
콜롬비아,2020,5334.556042,62.8,15.44,-17.29862809,-18.312344,22,63,-3.657062395
크로아티아,2005,10621.50746,40.9,12.6,5.233107177,4.575556148,59,65,-7.409590638
크로아티아,2006,11797.47447,38.5,11.13,8.258538485,7.948204245,64,64,-7.686457414
크로아티아,2007,14046.31681,37.2,9.91,6.056720074,5.004565753,67,66,-7.849971828
크로아티아,2008,16416.58681,39.1,8.53,3.843120683,-2.114193465,66,66,-10.57656688
크로아티아,2009,14653.04355,48.4,9.2,-20.34282892,-13.82170339,68,68,-6.477267809
크로아티아,2010,14067.52312,57.3,11.62,-3.03877417,7.783554359,67,70,-2.45795604
크로아티아,2011,14757.18034,63.7,13.68,2.538903596,2.30360517,68,70,-1.655238715
크로아티아,2012,13401.65662,69.4,15.94,-2.358770616,-1.456890154,65,67,-0.363594737
크로아티아,2013,13837.73164,80.3,17.25,3.194354352,2.480947219,66,67,0.962661072
크로아티아,2014,13762.37286,83.9,17.29,3.523532267,7.394688887,67,66,0.109029184
크로아티아,2015,11933.37738,83.3,16.18,9.379457172,10.34207071,65,65,3.178890053
크로아티아,2016,12527.73986,79.8,13.1,6.478862028,7.047509689,68,66,2.179311138
크로아티아,2017,13629.28959,76.7,11.21,8.439895465,6.887249525,70,70,3.740562302
크로아티아,2018,15227.5601,73.3,8.43,7.50123831,3.707530516,73,71,1.651051888
크로아티아,2019,15311.7669,71.1,6.62,6.528967279,6.842445878,70,72,2.338378392
크로아티아,2020,14134.16268,87.3,7.2,-12.2606879,-22.72553545,66,66,-0.930870736
키프로스,2005,24959.25917,63.4,5.3,1.002293001,3.091519408,64,85,-5.266826713
키프로스,2006,26729.3234,59.3,4.54,5.702435607,2.302904539,63,88,-6.367937706
키프로스,2007,31244.92622,54,3.92,9.608805884,5.363156125,63,88,-7.636679675
키프로스,2008,35397.36368,45.5,3.66,12.98367831,-0.564721814,69,88,-14.44400657
키프로스,2009,32109.24251,54.3,5.36,-15.32422887,-4.654528121,58,89,-6.697173011
키프로스,2010,31023.63833,56.4,6.26,10.79599969,6.139409804,62,90,-10.87548253
키프로스,2011,32396.38574,65.9,7.86,-2.591799554,6.95209259,67,86,-2.20012675
키프로스,2012,28912.15694,80.3,11.8,-3.63461479,-0.534989654,67,84,-3.997135399
키프로스,2013,27729.1927,104,15.87,-4.554598257,1.160300034,65,78,-1.463840567
키프로스,2014,27163.33297,109.1,16.09,7.719059404,6.243867756,64,83,-4.136773674
키프로스,2015,23408.33668,107.2,14.91,8.062270195,8.889828635,63,81,-0.420868051
키프로스,2016,24605.92083,103.1,12.95,10.16409264,7.051109556,66,83,-4.121525425
키프로스,2017,26444.07438,92.9,11.05,14.30237847,11.17979838,65,81,-4.960144389
키프로스,2018,29089.47133,98.4,8.37,4.323489878,7.271055739,63,78,-3.823141497
키프로스,2019,28288.46158,91.1,7.07,8.33819037,7.48380791,64,81,-5.693991108
키프로스,2020,26623.80089,115,7.21,-2.547917617,-5.106329209,56,81,-10.19350007
태국,2005,2894.062656,39.2,1.35,16.18984325,7.759716665,22,63,-4.036461304
태국,2006,3369.543198,41.3,1.22,2.943408662,10.78767809,15,58,1.043808092
태국,2007,3973.017172,38.7,1.18,4.200380557,8.893749799,14,57,5.926657493
태국,2008,4379.658787,38.1,1.18,11.39864179,6.263624473,13,58,0.319466142
태국,2009,4213.006654,45.8,0.93,-20.77229334,-12.14028587,10,57,7.876565476
태국,2010,5076.339872,43.8,0.62,22.95552853,14.22026171,9,56,3.367324141
태국,2011,5492.1215,40.8,0.66,12.40027844,9.509416476,14,56,2.542168212
태국,2012,5860.581471,43.7,0.58,5.629497634,3.661679013,13,59,-1.232336697
태국,2013,6168.261356,45.7,0.21,1.680637041,2.514337741,10,58,-2.101536846
태국,2014,5951.883487,42.8,0.58,-5.298331498,0.345467727,16,62,2.858281195
태국,2015,5840.053067,44.4,0.6,0.003921262,1.250152228,15,63,6.915811739
태국,2016,5993.305516,40.8,0.69,-0.991700682,2.696052743,14,60,10.50835945
태국,2017,6593.818352,41.2,0.83,6.227234619,5.180845361,19,60,9.63102707
태국,2018,7296.879608,41.8,0.77,8.274295873,3.35104987,19,59,5.610325153
태국,2019,7817.009671,41.1,0.72,-5.166684606,-2.953553417,28,60,6.989971441
태국,2020,7186.874092,50.5,1.02,-13.28968813,-19.43395202,25,59,4.042466746
터키,2005,7456.296101,50.2,10.64,12.14211626,8.331541186,28,61,-4.143720244
터키,2006,8101.856924,44.3,8.72,7.239166693,5.701051915,27,59,-5.593853703
터키,2007,9791.88245,37.8,8.87,9.641389265,6.976941575,20,62,-5.422570891
터키,2008,10941.17215,37.8,9.71,-2.760215764,3.883589792,19,59,-5.117058597
터키,2009,9103.474051,43.5,12.55,-14.6617009,-3.616906527,16,60,-1.749650385
터키,2010,10742.77498,39.7,10.66,19.36516604,1.721515212,19,60,-5.742654435
터키,2011,11420.55546,36.2,8.8,14.97768739,12.92105453,18,62,-8.870446326
터키,2012,11795.63346,32.4,8.15,0.618577567,14.49775413,13,65,-5.446556441
터키,2013,12614.78161,31.2,8.73,10.92074377,4.932653541,11,65,-5.831801022
터키,2014,12157.99043,28.5,9.88,0.29931489,7.077929125,12,66,-4.13769543
터키,2015,11006.27952,27.4,10.24,0.66240083,3.23879844,9,63,-3.160184333
터키,2016,10894.60338,28,10.84,2.995930839,-1.74188879,5,61,-3.108913287
터키,2017,10589.66772,28,10.82,10.63507619,12.40929144,7,57,-4.750893776
터키,2018,9454.348443,30.2,10.89,-6.181933282,8.813683969,10,55,-2.793164397
터키,2019,9121.515167,32.6,13.67,-5.384183967,4.561168573,10,54,0.698419066
터키,2020,8536.43332,39.7,13.92,7.585719531,-14.79578821,12,52,-4.86391631
파라과이,2005,1843.634108,21.8,4.83,7.083977261,10.50288828,26,21,-0.628692309
파라과이,2006,2271.088885,17.8,5.28,2.429746842,3.43339857,23,24,1.244476806
파라과이,2007,2976.824014,13.9,4.71,9.087643663,8.677029786,23,29,4.362414934
파라과이,2008,4047.909791,10.4,4.42,12.57256185,6.474912453,21,33,0.810834443
파라과이,2009,3626.818637,12.1,5.46,-10.3294404,-9.930213323,20,36,2.700640643
파라과이,2010,4359.428415,10.4,4.57,34.84458096,23.64626254,21,40,0.181486796
파라과이,2011,5329.387437,8.1,4.67,1.770403065,0.33941902,25,38,0.591623938
파라과이,2012,5185.141549,10.8,4.09,-5.714887913,-5.683240956,20,42,-0.85957436
파라과이,2013,5936.975959,10.9,4.39,4.965372741,13.60496802,23,43,1.607333799
파라과이,2014,6118.31811,13.5,5.03,2.083057834,-4.300824851,42,43,-0.125469234
파라과이,2015,5413.776021,15.06,4.56,-2.980039068,3.204341393,49,45,-0.400166824
파라과이,2016,5324.609068,17.3,5.26,0.928211265,9.166397189,50,42,3.616995567
파라과이,2017,5678.869972,18.2,4.62,12.30509397,8.478431338,46,41,2.902874817
파라과이,2018,5782.78455,19.8,5.56,8.294329128,-0.39651504,44,52,-0.168382919
파라과이,2019,5380.963322,22.9,6.6,-2.048408132,-3.409208714,46,47,-0.559187132
파라과이,2020,5001.07276,33.9,7.61,-17.04370277,-10.2981978,48,43,2.487206543
파키스탄,2005,748.9225893,63.5,0.61,39.52680709,11.72716027,5,26,-3.003782624
파키스탄,2006,836.8605262,57.5,0.58,18.68259828,9.890711986,3,34,-4.915343423
파키스탄,2007,908.0950852,56.4,0.4,-4.070268905,1.50972772,1,31,-5.447360948
파키스탄,2008,990.8466112,60.7,0.42,5.861903896,-4.552083006,1,31,-9.20431632
파키스탄,2009,957.9956753,61.6,0.54,-15.9057208,-3.361178732,1,31,-2.374882004
파키스탄,2010,987.409712,62.4,0.65,4.346972008,15.70766001,0,30,-0.764256567
파키스탄,2011,1164.978823,60.1,0.8,-0.119291427,2.372197794,0,29,-1.03330059
파키스탄,2012,1198.117637,63.3,1.7,-3.095571871,-15.00084242,1,26,-1.043748198
파키스탄,2013,1208.91771,63.9,2.95,1.810099359,13.58083445,1,26,-1.909881224
파키스탄,2014,1251.175719,63.5,1.83,0.254337372,-1.480176254,3,28,-1.496966237
파키스탄,2015,1356.667831,63.3,3.57,-1.607358484,-6.343528474,1,29,-1.036014221
파키스탄,2016,1368.426961,67.6,3.78,16.02185807,-1.603304402,1,27,-2.580577183
파키스탄,2017,1464.926195,67,3.94,21.16385027,-0.642384051,2,29,-5.312331129
파키스탄,2018,1482.213067,72,4.08,17.64269992,12.67938852,3,29,-5.995210729
파키스탄,2019,1288.556325,86,3.98,4.345887146,14.49380169,3,27,-3.066735468
파키스탄,2020,1188.859757,87,4.65,-7.91330967,2.476231413,5,24,0.093298426
페루,2005,2729.499172,40,4.86,12.17769309,14.16135855,19,55,1.508810261
페루,2006,3154.331349,34.8,4.26,12.69950809,1.182316655,22,57,3.240507167
페루,2007,3606.070689,31.9,3.92,21.29971268,6.66172735,21,60,1.429314635
페루,2008,4220.616378,27.9,3.82,24.98026069,7.781769107,17,63,-4.411120778
페루,2009,4196.311627,28.4,3.73,-15.93997266,-3.292332621,14,64,-0.598288729
페루,2010,5082.353706,25.4,3.3,26.5804226,3.232102056,17,65,-2.416091062
페루,2011,5869.323882,23,3.27,13.59561608,5.489002628,22,67,-1.964222121
페루,2012,6528.971775,21.2,2.94,9.997686514,3.106122199,19,68,-3.161690349
페루,2013,6756.752996,20,3.21,2.866601753,-0.564693912,20,66,-5.159475181
페루,2014,6672.877373,20.7,2.85,-0.990496384,-3.803059502,27,69,-4.525097639
페루,2015,6229.100674,24,2.92,0.972106435,4.26188239,32,69,-5.018748195
페루,2016,6204.996457,24.5,3.38,1.568725477,11.75035283,38,70,-2.639140665
페루,2017,6710.507602,25.4,3.35,7.099016325,8.806859247,36,68,-1.264686448
페루,2018,6957.793411,25.8,3.18,3.512339145,3.365986337,37,69,-1.759169174
페루,2019,7027.612207,27.1,3.03,1.705997901,-0.537768969,42,72,-0.9425982
페루,2020,6126.87454,35.4,6.24,-14.92248062,-19.01277221,39,70,0.783466452
포르투갈,2005,18773.12536,72.2,7.58,2.185051038,0.257734563,81,88,-9.603791292
포르투갈,2006,19822.84603,73.7,7.65,7.559396685,12.44629756,79,81,-10.23878515
포르투갈,2007,22782.09462,72.7,7.96,5.598475662,6.443667804,77,83,-9.670201832
포르투갈,2008,24847.54514,75.6,7.55,2.23118953,-0.417025096,81,82,-11.90440757
포르투갈,2009,23059.79745,87.8,9.43,-9.495401478,-10.04569497,73,80,-10.3081859
포르투갈,2010,22498.69086,100.2,10.77,7.801116529,9.209004734,71,75,-10.25998476
포르투갈,2011,23186.91313,114.4,12.68,-6.180792347,6.882920404,70,72,-6.012859315
포르투갈,2012,20564.88986,129,15.53,-6.276455463,3.080563197,71,76,-1.64714402
포르투갈,2013,21647.04181,131.4,16.18,4.680596814,7.202307014,69,76,1.643720597
포르투갈,2014,22074.30076,132.9,13.89,7.920763225,4.303530005,74,75,0.148458738
포르투갈,2015,19242.36647,131.2,12.44,8.049890803,6.261534575,78,79,0.236131235
포르투갈,2016,19978.40121,131.5,11.07,5.012209954,4.430650329,80,76,1.169779198
포르투갈,2017,21437.3475,126.1,8.87,8.102207577,8.405625108,90,79,1.375531521
포르투갈,2018,23551.04829,121.5,6.99,4.968923714,4.133419289,90,79,0.54576784
포르투갈,2019,23330.81729,116.6,6.46,4.942595545,4.075287618,88,78,0.422018697
포르투갈,2020,22176.29671,135.2,7.2,-12.12873597,-18.63643608,86,75,-1.061041501
폴란드,2005,8021.505743,46.6,17.75,6.307497988,9.970074336,57,73,-2.889160096
폴란드,2006,9035.410467,47.3,13.84,17.864683,15.37275179,55,72,-4.324448197
폴란드,2007,11254.51739,44.5,9.6,15.79664466,10.05841604,70,74,-6.697457078
폴란드,2008,13996.02515,46.7,7.12,9.457718214,7.051172914,78,75,-6.991260319
폴란드,2009,11526.05589,49.8,8.17,-12.5870299,-5.934665556,82,78,-4.221154585
폴란드,2010,12613.011,53.5,9.64,14.2199397,12.83605712,84,80,-5.556086074
폴란드,2011,13879.56099,54.7,9.63,5.641160004,7.671845698,86,78,-5.365499131
폴란드,2012,13097.27085,54.4,10.09,-0.362190762,4.257996207,86,79,-4.050560753
폴란드,2013,13696.4663,56.6,10.33,1.570191539,5.544676805,82,81,-1.816641951
폴란드,2014,14271.30585,51.1,8.99,9.936492868,6.708431661,76,81,-2.619834109
폴란드,2015,12578.49547,51.3,7.5,6.918088317,8.032935708,75,80,-0.909772213
폴란드,2016,12447.43959,54.2,6.16,7.881281701,9.266128923,63,80,-0.786872846
폴란드,2017,13864.68176,50.6,4.89,10.1995957,9.627395411,64,79,-0.392775904
폴란드,2018,15468.48222,48.8,3.85,7.449788288,6.94919415,63,80,-1.283086364
폴란드,2019,15732.20313,45.6,3.28,3.047477539,5.191876977,65,81,0.474149029
폴란드,2020,15720.99466,57.1,3.55,-1.15251923,0.132853171,63,76,2.902831544
프랑스,2005,34760.18502,67.4,8.49,6.320284121,3.975619735,58,86,-0.006497396
프랑스,2006,36443.62631,64.6,8.45,5.600584028,5.997733577,64,87,0.022182652
프랑스,2007,41508.43269,64.5,7.66,5.75570182,2.791189943,65,87,-0.328107443
프랑스,2008,45334.11796,68.8,7.06,1.295002635,0.440686648,65,87,-0.965021192
프랑스,2009,41575.42196,83,8.74,-9.35456279,-10.89804241,64,86,-0.821478032
프랑스,2010,40638.33525,85.3,8.87,8.892522592,8.695173397,69,87,-0.833686089
프랑스,2011,43790.72602,87.8,8.81,5.837368345,6.363889724,65,85,-1.031261578
프랑스,2012,40874.70039,90.6,9.4,0.200223647,2.842135544,64,83,-1.224934559
프랑스,2013,42592.93539,93.4,9.92,2.418481061,2.140711692,62,85,-0.86738076
프랑스,2014,43011.2631,94.9,10.29,4.89868639,3.272421028,58,82,-1.309688821
프랑스,2015,36638.18493,95.6,10.35,5.898053683,4.645919204,51,84,-0.374473265
프랑스,2016,37037.37419,98,10.04,2.928765377,1.775862602,43,83,-0.493879753
프랑스,2017,38685.25849,98.1,9.41,4.486842018,4.385892502,56,84,-0.69448779
프랑스,2018,41572.48501,97.8,9.02,3.079156125,4.526985173,48,84,-0.874125817
프랑스,2019,40578.64429,97.4,8.44,2.344320626,1.618733498,57,91,-0.300968171
프랑스,2020,39030.36037,114.6,8.62,-11.86574416,-15.8171476,57,86,-1.865180918
핀란드,2005,39040.28888,39.9,8.38,11.18136151,6.948053981,100,99,3.800027446
핀란드,2006,41188.0937,38.1,7.72,6.590324842,9.813795526,100,95,3.686875934
핀란드,2007,48414.84509,33.9,6.85,7.381422203,8.987416018,100,93,3.740732468
핀란드,2008,53554.03892,32.6,6.37,7.965697951,6.601188874,100,95,2.006662923
핀란드,2009,47293.99283,41.5,8.25,-16.99761716,-20.11359073,99,98,1.745633191
핀란드,2010,46459.97325,46.9,8.39,6.303637883,6.180251346,97,99,1.120560236
핀란드,2011,51081.99767,48.3,7.78,6.207044367,2.02900119,98,98,-1.742976814
핀란드,2012,47710.79022,53.6,7.69,1.123383874,0.233335101,98,98,-2.283762299
핀란드,2013,49878.04324,56.2,8.19,0.125059869,0.57272102,97,99,-1.790034418
핀란드,2014,50260.29986,59.8,8.66,-0.896914614,-1.951681418,96,99,-1.380759328
핀란드,2015,42784.69836,63.6,9.38,1.962913801,0.391667673,87,98,-0.942429142
핀란드,2016,43784.28396,63.2,8.82,5.721461728,3.893379651,84,97,-2.012256394
핀란드,2017,46297.49635,61.2,8.64,4.313540138,8.822129914,88,97,-0.765624537
핀란드,2018,49964.49991,59.8,7.36,5.730570195,1.503208499,80,96,-1.871951427
핀란드,2019,48678.31413,59.6,6.7,2.314146518,6.827257803,76,98,-0.327195635
핀란드,2020,48773.28117,69,7.83,-6.508751819,-6.771293118,82,99,0.9447046
필리핀,2005,1244.348741,62.8,3.8,3.727426517,12.49810928,14,49,1.85290786
필리핀,2006,1452.438089,55.4,4.05,0.392838606,10.05717955,8,50,5.454525449
필리핀,2007,1744.639979,51.4,3.43,-0.246217933,2.862153079,8,51,5.174974364
필리핀,2008,1998.02692,54.7,3.72,4.78159517,-4.300348242,8,52,0.079295968
필리핀,2009,1904.196388,54.8,3.86,-2.347185468,-4.7083174,6,51,4.800784705
필리핀,2010,2217.472153,52.4,3.61,20.74706239,20.30773106,5,45,3.445411927
필리핀,2011,2450.735694,51,3.59,-0.936149322,-0.78086243,9,44,2.409188641
필리핀,2012,2694.305109,51.5,3.5,6.754689696,4.50742252,14,52,2.653278535
필리핀,2013,2871.429701,49.2,3.5,7.006536078,1.973608626,16,50,4.009651001
필리핀,2014,2959.645435,45.4,3.6,9.898246431,12.13709547,22,52,3.61564288
필리핀,2015,3001.043182,44.7,3.07,15.00894042,9.967003067,20,52,2.370947775
필리핀,2016,3073.654686,42.1,2.69,18.81317378,9.206456502,10,54,-0.376262947
필리핀,2017,3123.245642,42.1,2.55,15.14503402,17.40178115,11,56,-0.652387671
필리핀,2018,3252.110274,41.8,2.34,14.6445679,11.81633785,13,53,-2.559391605
필리핀,2019,3485.340844,39.6,2.24,2.332944568,2.636017268,17,55,-0.808558128
필리핀,2020,3298.829586,53.5,3.36,-21.57035028,-16.25226565,19,53,3.067367323
헝가리,2005,11225.93258,60.5,7.19,8.039777133,12.87532778,80,79,-9.874719888
헝가리,2006,11493.10041,64.4,7.49,15.11451821,19.51847969,81,86,-7.276180676
헝가리,2007,13944.97101,65.5,7.41,14.14624429,16.10438314,72,86,-7.280948313
헝가리,2008,15777.19202,71.7,7.82,5.892828775,6.691641824,71,86,-7.024499975
헝가리,2009,13081.79264,78,10.03,-14.18679001,-10.72379882,64,82,-0.680348472
헝가리,2010,13223.083,80,11.17,9.744586917,11.11821366,69,81,0.258370513
헝가리,2011,14240.2575,80.3,11.03,4.05437017,6.407736438,70,81,0.624334161
헝가리,2012,12989.18028,78.1,11,-3.14071018,-1.703779244,69,79,1.544089096
헝가리,2013,13719.95054,77.2,10.18,4.115932861,4.10299087,71,78,3.437639657
헝가리,2014,14298.83367,76.5,7.73,10.90108093,9.197783279,69,75,1.137382715
헝가리,2015,12720.71202,75.7,6.81,5.676976572,7.365379523,70,75,2.336481675
헝가리,2016,13107.37791,74.8,5.12,3.470685093,3.804183205,67,72,4.551530851
헝가리,2017,14623.69665,72.1,4.16,8.396545906,6.475446152,75,74,1.934488521
헝가리,2018,16427.37276,69.1,3.71,6.963504261,4.984565186,71,72,0.25843364
헝가리,2019,16735.65978,65.5,3.42,8.207330249,5.422690096,72,73,-0.673588947
헝가리,2020,15980.74089,79.6,4.35,-3.484515118,-5.933476358,75,68,-1.475104742
호주,2005,34080.9999,1.7,5.03,12.49949395,3.459555597,76,94,-6.235720216
호주,2006,36117.48798,0,4.78,8.461233964,2.988318597,79,95,-6.062232621
호주,2007,41001.14298,-2.2,4.38,10.36380527,4.156448654,79,96,-7.513625113
호주,2008,49654.9106,-3.4,4.23,14.48590229,4.019527555,80,97,-4.939847124
호주,2009,42783.32257,-0.9,5.56,-3.712067749,2.417885224,77,99,-5.268980834
호주,2010,52087.97229,3.7,5.21,6.944700115,4.705703039,78,97,-3.896363502
호주,2011,62574.1457,6.4,5.08,10.4291115,0.847768713,75,98,-3.178403636
호주,2012,68027.84171,10.2,5.22,11.30136591,4.605174389,82,97,-4.169579902
호주,2013,68156.62792,10.4,5.66,0.697635819,5.310459232,83,97,-3.255308103
호주,2014,62511.69059,13.1,6.08,-2.912088761,6.075245539,85,98,-3.093746222
호주,2015,56707.02208,15.1,6.05,1.518684461,6.854067757,76,96,-4.217495101
호주,2016,49881.76371,18.3,5.71,-0.325584798,6.403864132,89,98,-3.413143013
호주,2017,53934.25018,18.3,5.59,5.247607812,5.497191768,80,98,-2.717911242
호주,2018,57180.7794,18.5,5.3,6.95673617,4.114643151,85,98,-2.092526706
호주,2019,54875.28596,19.2,5.16,0.201911522,3.968158399,79,99,0.55019333
호주,2020,51692.84275,24.8,6.61,-7.666706177,-1.741033203,73,98,2.727147673
