국가별,시점,국내총생산(GDP)(당해년 가격) (10억US$),1인당 GDP(당해년 가격) (달러),GDP 성장률 (%),수출 (100만달러),수입 (100만달러),장래인구 (1000명),실업률 (%),소비자물가지수 (2010=100)
룩셈부르크,2006,42.4,89740,5.2,22985,27115,466,4.7,92.1
룩셈부르크,2007,50.9,106018,8.4,22949,28047,475,4.1,94.2
룩셈부르크,2008,55.8,114294,-1.3,25691,32169,485,5.1,97.4
룩셈부르크,2009,51.4,103199,-4.4,21321,25282,497,5.1,97.8
룩셈부르크,2010,53.2,104965,4.9,18831,24793,508,4.4,100
룩셈부르크,2011,60,115762,2.5,20849,28855,519,4.9,103.4
룩셈부르크,2012,56.7,106749,-0.4,18878,27325,531,5.1,106.2
룩셈부르크,2013,61.7,113625,3.7,18442,26672,543,5.9,108
룩셈부르크,2014,66.1,118824,4.3,15148,24063,555,5.9,108.7
룩셈부르크,2015,57.7,101376,4.3,12948,19571,567,6.7,109.2
룩셈부르크,2016,60.7,104278,4.6,13179,19517,579,6.3,109.5
룩셈부르크,2017,64,107361,1.8,14285,21422,592,5.5,111.4
룩셈부르크,2018,70.9,116597,3.1,15701,23546,604,5.6,113.1
룩셈부르크,2019,71.1,114685,2.3,14831,22960,616,5.6,115.1
룩셈부르크,2020,73.3,115874,-1.3,13646,20930,626,6.8,116
네덜란드,1995,452.3,29258,3.1,196276,176874,15468,7.2,73.7
네덜란드,1996,450.5,29007,3.5,197417,180639,15563,6.4,75.3
네덜란드,1997,416.8,26701,4.3,194905,178130,15655,5.5,76.9
네덜란드,1998,438,27886,4.7,201374,187747,15746,4.4,78.4
네덜란드,1999,446.9,28263,5,200785,190285,15836,3.6,80.1
네덜란드,2000,416.4,26149,4.2,213424,198926,15926,2.7,81.9
네덜란드,2001,431.2,26873,2.3,216183,195571,16018,2.1,85.4
네덜란드,2002,471.6,29204,0.2,219976,194234,16110,2.6,88.2
네덜란드,2003,578.8,35672,0.2,264860,234023,16201,3.6,90
네덜란드,2004,657.2,40362,2,318075,284027,16287,4.7,91.1
네덜란드,2005,685.1,41979,2.1,349600,310382,16367,5.9,92.7
네덜란드,2006,733.3,44863,3.5,400670,358515,16440,5,93.7
네덜란드,2007,847.5,51733,3.8,472662,421094,16507,4.2,95.2
네덜란드,2008,948,57644,2.2,545562,494752,16568,3.7,97.6
네덜란드,2009,868.1,52514,-3.7,431839,382407,16626,4.4,98.7
네덜란드,2010,846.6,50950,1.3,492703,439992,16683,5,100
네덜란드,2011,904.1,54159,1.6,569638,507870,16738,5,102.3
네덜란드,2012,839,50073,-1,552581,500654,16792,5.8,104.9
네덜란드,2013,876.9,52184,-0.1,575168,513101,16844,7.2,107.5
네덜란드,2014,891,52830,1.4,575720,508207,16893,7.4,108.5
네덜란드,2015,765.3,45175,2,464700,412694,16938,6.9,109.2
네덜란드,2016,783.5,46008,2.2,468172,408049,16981,6,109.5
네덜란드,2017,831.8,48555,2.9,527910,461906,17021,4.8,111
네덜란드,2018,913.6,53019,2.4,587895,521037,17060,3.8,112.9
네덜란드,2019,907.1,52295,1.7,576786,514851,17097,3.4,115.9
네덜란드,2020,912.2,52304,-3.7,551303,484785,17135,3.8,117.4
노르웨이,1995,152,34876,4.2,41992,32968,4367,6.3,73.1
노르웨이,1996,163.5,37322,5,49645,35615,4393,5,74
노르웨이,1997,161.4,36629,5.3,48542,35709,4420,4.7,75.9
노르웨이,1998,154.2,34788,2.6,40399,37473,4447,3.7,77.6
노르웨이,1999,162.3,36371,2,45455,34166,4474,3.3,79.5
노르웨이,2000,171.2,38131,3.2,60058,34391,4499,3.5,81.9
노르웨이,2001,174,38543,2.1,59216,32953,4523,3.7,84.4
노르웨이,2002,195.5,43084,1.4,59663,34873,4546,4,85.5
노르웨이,2003,228.9,50135,0.9,68321,40055,4570,4.2,87.6
노르웨이,2004,264.5,57604,4,82527,48534,4598,4.3,88
노르웨이,2005,308.9,66810,2.6,103751,55481,4632,4.4,89.3
노르웨이,2006,345.6,74148,2.4,122122,64278,4673,3.4,91.4
노르웨이,2007,400.9,85140,3,136371,80378,4719,2.5,92.1
노르웨이,2008,462.3,96944,0.5,171764,90293,4771,2.6,95.5
노르웨이,2009,386.2,79978,-1.7,116778,68970,4827,3.1,97.6
노르웨이,2010,428.8,87694,0.7,130669,77326,4886,3.5,100
노르웨이,2011,498.3,100601,1,160305,90787,4948,3.2,101.3
노르웨이,2012,509.5,101524,2.7,160953,87308,5014,3.1,102
노르웨이,2013,522.8,102913,1,156022,89808,5079,3.4,104.2
노르웨이,2014,498.4,97019,2,144677,89460,5142,3.5,106.3
노르웨이,2015,385.8,74356,2,103809,76388,5200,4.3,108.6
노르웨이,2016,368.8,70461,1.1,89507,75002,5251,4.7,112.4
노르웨이,2017,398.4,75497,2.3,104448,82876,5296,4.2,114.6
노르웨이,2018,437,82268,1.1,123036,87431,5338,3.8,117.7
노르웨이,2019,405.5,75826,0.9,104004,86152,5379,3.7,120.3
노르웨이,2020,362,67294,-0.8,82743,81352,5421,4.4,121.8
폴란드,1995,142.3,3687,7.1,22890,29064,38459,13.7,42
폴란드,1996,160.2,4147,6.1,24389,37045,38510,12.7,50.4
폴란드,1997,159.4,4123,6.4,25708,42237,38545,11,57.9
폴란드,1998,174.7,4518,4.6,28407,46947,38564,9.9,64.6
폴란드,1999,170,4398,4.7,27335,45787,38568,12.3,69.2
폴란드,2000,172.2,4501,4.6,31684,48970,38557,16.3,76
폴란드,2001,190.9,4991,1.3,36159,50378,38530,18.4,80.2
폴란드,2002,199.1,5207,2,41032,55141,38489,19.9,81.7
폴란드,2003,217.8,5702,3.5,53699,68153,38442,19.4,82.2
폴란드,2004,255.1,6681,5,74828,89362,38400,19.1,85
폴란드,2005,306.1,8022,3.5,89245,101399,38369,17.8,86.9
폴란드,2006,344.6,9035,6.1,110941,127260,38354,13.8,88
폴란드,2007,429,11255,7.1,140338,166047,38353,9.6,90.2
폴란드,2008,533.6,13996,4.2,170998,209330,38357,7.1,93.9
폴란드,2009,439.7,11526,2.8,136786,149723,38352,8.2,97.5
폴란드,2010,479.8,12613,3.7,159829,178149,38330,9.6,100
폴란드,2011,528.3,13880,4.8,188853,210824,38287,9.6,104.2
폴란드,2012,498.5,13097,1.3,185474,199235,38227,10.1,108
폴란드,2013,521,13696,1.1,205065,207701,38158,10.3,109
폴란드,2014,542.5,14271,3.4,220061,223564,38091,9,109.1
폴란드,2015,477.8,12578,4.2,199202,196548,38034,7.5,108.1
폴란드,2016,472.6,12447,3.1,203936,199623,37989,6.2,107.4
폴란드,2017,526.5,13865,4.8,234253,233704,37953,4.9,109.6
폴란드,2018,587.4,15468,5.4,263494,268880,37922,3.9,111.6
폴란드,2019,595.9,15695,4.5,266574,265260,37888,3.3,114.1
폴란드,2020,594.2,15656,-2.7,270939,257064,37847,3.2,118
포르투갈,1995,118.1,11781,4.3,22621,32339,10091,7.1,69
포르투갈,1996,122.6,12185,3.5,23824,34104,10134,7.3,71.1
포르투갈,1997,117,11576,4.4,23399,33823,10175,6.6,72.7
포르투갈,1998,123.9,12199,4.8,24220,37049,10214,4.7,74.6
포르투갈,1999,127.4,12471,3.9,25258,42181,10255,4.6,76.4
포르투갈,2000,118.3,11498,3.8,25089,42128,10297,3.8,78.5
포르투갈,2001,121.5,11725,1.9,24930,41665,10341,3.8,82
포르투갈,2002,134.2,12875,0.8,26897,42626,10386,4.5,84.9
포르투갈,2003,164.9,15763,-0.9,33103,50328,10430,6.1,87.6
포르투갈,2004,189,18031,1.8,38452,61287,10471,6.3,89.7
포르투갈,2005,197.2,18773,0.8,38720,63879,10508,7.6,91.8
포르투갈,2006,208.6,19823,1.6,44782,70713,10543,7.7,94.6
포르투갈,2007,240.2,22782,2.5,52493,82280,10573,8,96.9
포르투갈,2008,262.3,24848,0.3,57377,94669,10595,7.6,99.4
포르투갈,2009,243.7,23060,-3.1,44264,71781,10604,9.4,98.6
포르투갈,2010,237.9,22499,1.7,49404,77682,10596,10.8,100
포르투갈,2011,244.8,23187,-1.7,59622,82948,10569,12.7,103.7
포르투갈,2012,216.2,20565,-4.1,58115,72488,10526,15.5,106.5
포르투갈,2013,226.4,21647,-0.9,62797,75727,10473,16.2,106.8
포르투갈,2014,229.6,22074,0.8,63833,78390,10418,13.9,106.5
포르투갈,2015,199.3,19242,1.8,55047,66914,10368,12.4,107
포르투갈,2016,206.3,19978,2,55354,67754,10326,11.1,107.7
포르투갈,2017,220.8,21437,3.5,62129,78762,10289,8.9,109.2
포르투갈,2018,242.2,23551,2.8,68361,89060,10256,7,110.3
포르투갈,2019,239.5,23285,2.5,67064,89539,10226,6.5,110.6
포르투갈,2020,231.3,22440,-7.6,61510,77515,10197,6.8,110.6
슬로바키아,1995,25.8,4819,5.8,8595,-,5375,13.1,44.1
슬로바키아,1996,27.9,5197,6.6,8823,-,5385,11.3,46.6
슬로바키아,1997,27.7,5147,5.9,8794,-,5391,11.9,49.5
슬로바키아,1998,29.9,5539,4.1,10668,-,5395,12.2,52.8
슬로바키아,1999,30.5,5644,-0.1,10220,-,5398,16,58.4
슬로바키아,2000,29.2,5413,1.2,11889,-,5399,19.1,65.4
슬로바키아,2001,30.8,5717,3.3,12641,-,5400,19.4,70.2
슬로바키아,2002,35.1,6534,4.5,14478,-,5400,18.7,72.4
슬로바키아,2003,46.8,8713,5.5,21966,-,5400,17.1,78.6
슬로바키아,2004,57.3,10672,5.3,29215,27645,5399,18.6,84.5
슬로바키아,2005,62.8,11686,6.6,34229,31852,5399,16.3,86.8
슬로바키아,2006,70.7,13160,8.5,44535,41711,5399,13.4,90.7
슬로바키아,2007,86.5,16086,10.8,59013,58050,5399,11.1,93.2
슬로바키아,2008,100.5,18677,5.6,71307,70255,5399,9.5,97.5
슬로바키아,2009,89,16532,-5.5,54206,55572,5401,12,99.1
슬로바키아,2010,90.3,16751,5.9,64231,65304,5404,14.4,100
슬로바키아,2011,99.1,18362,2.8,77202,78980,5409,13.6,103.9
슬로바키아,2012,94.5,17482,1.9,74832,79964,5415,14,107.7
슬로바키아,2013,98.8,18260,0.7,79136,85193,5422,14.2,109.2
슬로바키아,2014,101.2,18674,2.6,79385,85766,5429,13.2,109.1
슬로바키아,2015,88.5,16311,4.8,71454,74971,5436,11.5,108.7
슬로바키아,2016,89.7,16509,2.1,73245,77003,5442,9.7,108.2
슬로바키아,2017,95.2,17504,3,80013,83486,5448,8.1,109.6
슬로바키아,2018,105.5,19365,3.7,90678,93434,5453,6.5,112.3
슬로바키아,2019,105.1,19273,2.5,88736,89929,5457,5.8,115.3
슬로바키아,2020,104.6,19157,-4.8,83272,86476,5460,6.7,117.6
슬로베니아,1995,21.4,10730,-,8316,9492,1991,7.2,44.8
슬로베니아,1996,21.5,10815,3.2,8312,9423,1989,6.9,49.2
슬로베니아,1997,20.8,10455,5,8372,9357,1987,6.7,53.3
슬로베니아,1998,22.1,11176,3.3,11642,13006,1987,7.4,57.5
슬로베니아,1999,22.7,11453,5.3,10585,12485,1988,7.3,61.1
슬로베니아,2000,20.3,10201,3.7,9492,10984,1988,6.9,66.5
슬로베니아,2001,20.9,10480,3.2,10347,11344,1987,5.7,72.1
슬로베니아,2002,23.5,11777,3.5,10962,11574,1987,5.9,77.5
슬로베니아,2003,29.6,14849,3,11285,12239,1988,6.5,81.8
슬로베니아,2004,34.4,17233,4.4,12783,14143,1990,6,84.7
슬로베니아,2005,36.2,18099,3.8,14397,15805,1995,6.5,86.8
슬로베니아,2006,39.5,19673,5.7,17004,18355,2002,6,89
슬로베니아,2007,48,23788,7,19629,21521,2012,4.8,92.2
슬로베니아,2008,55.6,27483,3.5,20042,23038,2023,4.4,97.4
슬로베니아,2009,50.4,24694,-7.5,22646,38166,2034,5.9,98.2
슬로베니아,2010,48.2,23510,1.3,24716,26664,2043,7.2,100
슬로베니아,2011,51.5,25095,0.9,29242,31396,2051,8.2,101.8
슬로베니아,2012,46.6,22643,-2.6,27080,28392,2058,8.8,104.4
슬로베니아,2013,48.4,23497,-1,28629,29380,2063,10.1,106.3
슬로베니아,2014,49.9,24215,2.8,30522,30052,2067,9.7,106.5
슬로베니아,2015,43.1,20882,2.2,26587,25876,2071,9,105.9
슬로베니아,2016,44.7,21664,3.2,27658,26695,2074,8,105.9
슬로베니아,2017,48.5,23455,4.8,31894,31154,2076,6.6,107.4
슬로베니아,2018,54.1,26103,4.4,36488,36273,2078,5.1,109.3
슬로베니아,2019,54.2,25941,3.2,37543,37575,2079,4.5,111.1
슬로베니아,2020,52.9,25180,-5.5,34300,32965,2079,5,111
스페인,1995,614.6,15472,2.8,91716,115019,39787,22.7,66.7
스페인,1996,642.6,16109,2.7,101994,121782,39909,22.1,69.1
스페인,1997,590.1,14731,3.7,104363,122717,40035,20.7,70.5
스페인,1998,619.2,15394,4.4,109228,133149,40202,18.7,71.7
스페인,1999,634.7,15715,4.5,109968,144441,40454,15.5,73.4
스페인,2000,596.9,14713,5.2,113348,152901,40825,13.8,75.9
스페인,2001,627.3,15356,3.9,115177,153636,41319,10.4,78.7
스페인,2002,705.4,17026,2.7,123635,163672,41920,11.2,81.1
스페인,2003,905.5,21463,3,156032,208562,42596,11.3,83.5
스페인,2004,1067.1,24861,3.1,182161,257678,43308,11.1,86.1
스페인,2005,1153.3,26419,3.7,190843,287436,44019,9.2,89
스페인,2006,1259.3,28365,4.1,213353,326051,44729,8.5,92.1
스페인,2007,1472.1,32550,3.6,248918,385356,45429,8.2,94.7
스페인,2008,1625.2,35366,0.9,276962,416373,46069,11.3,98.5
스페인,2009,1485.6,32042,-3.8,220452,290327,46584,17.9,98.2
스페인,2010,1420.7,30503,0.2,246253,315522,46931,19.9,100
스페인,2011,1478.8,31636,-0.8,298523,362914,47084,21.4,103.2
스페인,2012,1324.8,28324,-3,286225,325844,47063,24.8,105.7
스페인,2013,1354.8,29060,-1.4,311633,333928,46931,26.1,107.2
스페인,2014,1369.4,29462,1.4,323850,359132,46778,24.4,107
스페인,2015,1195.1,25732,3.8,282330,312583,46672,22.1,106.5
스페인,2016,1232.1,26505,3,287213,310615,46634,19.6,106.3
스페인,2017,1309.3,28101,3,319442,351023,46647,17.2,108.4
스페인,2018,1421.5,30375,2.4,345315,388721,46693,15.3,110.2
스페인,2019,1393.5,29565,2,332965,372424,46737,14.1,111
스페인,2020,1281.2,27057,-10.8,306752,325193,46755,15.5,110.6
스웨덴,1995,267.3,30283,3.9,79801,64741,8836,8.9,84.3
스웨덴,1996,291.7,32999,1.6,84896,66925,8859,9.6,84.7
스웨덴,1997,268.1,30312,3.1,82946,65676,8869,10.4,85.3
스웨덴,1998,270.8,30597,4.3,84969,68590,8871,8.9,85.1
스웨덴,1999,274.1,30941,4.2,85054,68949,8873,7.6,85.5
스웨덴,2000,262.8,29625,4.8,87946,73256,8882,5.5,86.2
스웨덴,2001,242.4,27248,1.4,78690,64389,8898,4.7,88.3
스웨덴,2002,266.8,29899,2.2,83225,67693,8921,5,90.2
스웨덴,2003,334.3,37322,2.3,102338,84357,8951,5.6,91.9
스웨덴,2004,385.1,42822,4.3,122571,100927,8991,6.7,92.3
스웨덴,2005,392.2,43437,2.9,131081,111083,9039,7.5,92.7
스웨덴,2006,423.1,46594,4.7,146946,128049,9096,7.1,94
스웨덴,2007,491.3,53700,3.4,169604,154052,9163,6.2,96
스웨덴,2008,517.7,56153,-0.5,183770,168333,9236,6.2,99.3
스웨덴,2009,436.5,46947,-4.3,130232,119605,9313,8.4,98.9
스웨덴,2010,495.8,52869,6,157394,149459,9390,8.6,100
스웨덴,2011,574.1,60756,3.2,188338,176682,9467,7.8,103
스웨덴,2012,552.5,58038,-0.6,173163,164519,9543,8,103.9
스웨덴,2013,586.8,61127,1.2,167657,161114,9618,8.1,103.8
스웨덴,2014,582,60020,2.7,164733,161976,9692,8,103.6
스웨덴,2015,505.1,51545,4.5,140090,137980,9765,7.4,103.6
스웨덴,2016,515.7,51965,2.1,138849,139997,9836,7,104.6
스웨덴,2017,541,53792,2.6,152954,153863,9905,6.7,106.5
스웨덴,2018,555.5,54589,2,166766,169405,9972,6.4,108.6
스웨덴,2019,531.3,51687,1.4,161089,158835,10036,6.8,110.5
스웨덴,2020,537.6,51926,-2.8,154297,148940,10099,8.3,111.1
스위스,1995,353.1,50156,0.5,78040,76985,6996,3.3,88.4
스위스,1996,340.5,48145,0.5,76196,74462,7038,3.7,89.1
스위스,1997,295.1,41631,2.3,72493,71064,7069,4.2,89.6
스위스,1998,303.9,42740,3.1,75431,73877,7092,3.6,89.6
스위스,1999,298.5,41786,1.7,76122,75438,7115,3.2,90.3
스위스,2000,279.8,38952,4,80452,82461,7144,2.7,91.7
스위스,2001,287.2,39728,1.6,82077,84086,7179,2.5,92.7
스위스,2002,310.2,42579,0,91986,87345,7220,2.9,93.3
스위스,2003,363.1,49470,0,104954,100342,7268,4.1,93.8
스위스,2004,405.5,54878,2.8,123009,115976,7324,4.3,94.6
스위스,2005,420.5,56547,2.9,130905,126544,7387,4.4,95.7
스위스,2006,443.8,59301,4,147844,141430,7458,4,96.7
스위스,2007,493.5,65360,4,172060,161232,7537,3.7,97.4
스위스,2008,570.3,74572,2.8,200334,183192,7623,3.4,99.8
스위스,2009,558.2,72083,-2.1,172850,155706,7714,4.1,99.3
스위스,2010,603.4,77117,3.3,195512,176305,7809,4.8,100
스위스,2011,722,91254,1.9,234866,208280,7907,4.4,100.2
스위스,2012,692.1,86548,1.2,312464,295961,8008,4.5,99.5
스위스,2013,712.7,88109,1.8,357851,321509,8109,4.8,99.3
스위스,2014,734.4,89685,2.4,311203,275742,8206,4.8,99.3
스위스,2015,702.1,84776,1.7,289820,253110,8297,4.8,98.2
스위스,2016,695.6,83073,2,302849,270068,8380,4.9,97.7
스위스,2017,704.5,83352,1.6,299559,269796,8456,4.8,98.3
스위스,2018,735.9,86430,3,310836,279600,8526,4.7,99.2
스위스,2019,731.5,85300,1.1,313913,277810,8591,4.4,99.5
스위스,2020,748,86602,-2.9,319226,291721,8655,4.8,98.8
영국,1995,1341.6,23124,2.5,242330,261302,57932,8.7,73.9
영국,1996,1415.4,24333,2.5,261122,282525,58114,8.2,76
영국,1997,1558.2,26720,5,281575,301787,58307,7.1,77.7
영국,1998,1651.6,28239,3.7,270776,306838,58510,6.2,79.1
영국,1999,1682.2,28666,3.3,267751,314861,58716,6,80.5
영국,2000,1658.2,28156,3.5,281488,333896,58923,5.6,81.5
영국,2001,1638.7,27718,2.7,270939,324926,59124,4.7,82.7
영국,2002,1780.1,29983,2.2,278399,337949,59326,5,84
영국,2003,2050.9,34384,3.3,305005,381754,59561,4.8,85.1
영국,2004,2412,40209,2.3,345504,456569,59873,4.6,86.3
영국,2005,2532.8,41933,3,380961,488959,60288,4.8,88.1
영국,2006,2706,44473,2.7,450853,560523,60821,5.4,90.3
영국,2007,3093.4,50445,2.4,442478,625864,61455,5.3,92.4
영국,2008,2921.4,47267,-0.3,464247,638779,62145,5.6,95.7
영국,2009,2412.4,38737,-4.1,353627,484216,62829,7.5,97.6
영국,2010,2481.6,39537,2.1,406316,560366,63460,7.8,100
영국,2011,2659.9,42048,1.3,474160,636190,64022,8,103.9
영국,2012,2704,42449,1.4,467941,638419,64525,7.9,106.5
영국,2013,2783.3,43401,2.2,470119,646342,64984,7.5,109
영국,2014,3065.5,47452,2.9,473968,673186,65423,6.1,110.6
영국,2015,2932.8,45039,2.4,427194,609711,65860,5.3,111
영국,2016,2693.2,41048,1.7,394678,576539,66298,4.8,112.1
영국,2017,2662.5,40305,1.7,422275,603489,66727,4.3,114.9
영국,2018,2857.3,42993,1.3,453837,644517,67142,4,117.6
영국,2019,2830.8,42354,1.4,443715,622640,67530,3.7,119.6
영국,2020,2707.7,40285,-9.8,381130,543961,67886,-,120.8
오스트레일리아,1995,367.2,20320,3.8,52692,61283,17993,8.5,67.6
오스트레일리아,1996,400.3,21861,3.9,60479,65427,18189,8.5,69.4
오스트레일리아,1997,434.6,23469,4,62902,65892,18387,8.4,69.6
오스트레일리아,1998,398.9,21319,4.6,55900,64630,18587,7.7,70.2
오스트레일리아,1999,388.6,20533,5.1,56078,65520,18788,6.9,71.2
오스트레일리아,2000,415.2,21679,3.9,63807,71590,18991,6.3,74.4
오스트레일리아,2001,378.4,19491,1.9,63318,64310,19195,6.7,77.7
오스트레일리아,2002,394.6,20082,4,65020,73017,19401,6.4,80
오스트레일리아,2003,466.5,23447,3,70338,89049,19624,5.9,82.2
오스트레일리아,2004,612.5,30431,4.1,86565,109510,19880,5.4,84.1
오스트레일리아,2005,693.4,33999,3.2,106097,125107,20179,5,86.3
오스트레일리아,2006,746.1,36045,2.8,123437,139299,20526,4.8,89.4
오스트레일리아,2007,853.1,40960,3.8,141358,165366,20916,4.4,91.5
오스트레일리아,2008,1054,49602,3.7,187257,200332,21332,4.2,95.5
오스트레일리아,2009,927.8,42772,1.9,154331,165433,21751,5.6,97.2
오스트레일리아,2010,1146.1,52022,2.1,212634,201971,22155,5.2,100
오스트레일리아,2011,1396.6,62518,2.5,270387,243380,22538,5.1,103.3
오스트레일리아,2012,1546.2,68012,3.9,256413,260603,22904,5.2,105.1
오스트레일리아,2013,1576.2,68150,2.6,252643,234275,23255,5.7,107.7
오스트레일리아,2014,1467.5,62511,2.5,239975,214141,23596,6.1,110.4
오스트레일리아,2015,1351.7,56756,2.2,187742,156872,23932,6.1,112
오스트레일리아,2016,1208.8,49971,2.8,192489,146161,24263,5.7,113.5
오스트레일리아,2017,1329.2,54028,2.3,231072,175698,24585,5.6,115.7
오스트레일리아,2018,1432.9,57355,2.9,257174,176018,24898,5.3,117.9
오스트레일리아,2019,1396.6,55057,2.2,271006,154043,25203,5.2,119.8
오스트레일리아,2020,1330.9,51812,-0.3,250570,146522,25500,6.5,120.8
뉴질랜드,1995,63.9,17400,4.7,13738,13958,3675,6.5,71.7
뉴질랜드,1996,70.1,18794,3.6,14361,14723,3717,6.3,73.3
뉴질랜드,1997,66.1,17474,2,14222,14519,3752,6.9,74.2
뉴질랜드,1998,56.2,14738,0.8,12027,12496,3784,7.7,75.1
뉴질랜드,1999,58.8,15322,5.5,12478,14299,3818,7,75
뉴질랜드,2000,52.6,13641,2.9,13298,13906,3859,6.1,77
뉴질랜드,2001,53.9,13883,3.5,13729,13308,3908,5.4,79
뉴질랜드,2002,66.6,16874,4.7,14383,15047,3963,5.3,81.1
뉴질랜드,2003,88.3,21914,4.5,16526,18560,4022,4.8,82.6
뉴질랜드,2004,103.9,25420,4,20344,23194,4080,4,84.4
뉴질랜드,2005,114.7,27751,3.3,21728,26233,4135,3.8,87
뉴질랜드,2006,111.5,26655,2.9,22434,26430,4186,3.9,89.9
뉴질랜드,2007,137.2,32480,3,26622,30689,4233,3.7,92.1
뉴질랜드,2008,133.1,31253,-1.1,30582,34374,4278,4.2,95.7
뉴질랜드,2009,121.4,28209,-0.1,24921,25568,4323,6.1,97.7
뉴질랜드,2010,146.5,33677,1.5,31301,30635,4370,6.6,100
뉴질랜드,2011,168.3,38388,2.3,37669,37106,4419,6.5,104
뉴질랜드,2012,176.2,39973,2.2,37301,38253,4468,6.9,105.1
뉴질랜드,2013,190.9,42977,2.7,39445,39641,4519,5.8,106.3
뉴질랜드,2014,201.3,44573,3.8,41623,42519,4568,5.4,107.6
뉴질랜드,2015,178.1,38631,3.7,34354,36550,4615,5.4,107.9
뉴질랜드,2016,188.9,40080,3.7,33740,36063,4659,5.2,108.6
뉴질랜드,2017,207,42993,3.6,38063,40115,4702,4.7,110.7
뉴질랜드,2018,212.2,43306,3.2,39673,43790,4743,4.3,112.4
뉴질랜드,2019,209.1,41999,1.6,39516,42362,4783,4.1,114.2
뉴질랜드,2020,212.5,41792,1,38897,37135,4822,4.6,116.2
